,ad_title,ad_link,ad_bedroom,ad_bathroom,ad_size,ad_price,location
516,Corner Land in Arad Next to Hidd,/en/buy/land-for-sale-muharraq-governorate-arad-477628.html,2,4,426,132978.0,Bahrain
517,Luxurious 2br+maid room with full seaview,/en/buy/apartment-for-sale-capital-governorate-al-juffair-477143.html,5,6,158,119500.0,Bahrain
518,The Courtyard Ritz Carlton Sea View Corner Unit,/en/buy/apartment-for-sale-capital-governorate-seef-475838.html,1,1,64,59000.0,Bahrain
519,Brand new I Located on two road I Great value,/en/buy/villa-for-sale-northern-governorate-sadad-484967.html,3,3,220,105000.0,Bahrain
520,Residential land on two streets in Al-Eker,/en/buy/land-for-sale-central-governorate-eker-474814.html,3,4,464,100000.0,Bahrain
521,Prime Location 3BR Villa Located in Saar Area,/en/buy/villa-for-sale-northern-governorate-saar-475625.html,7,7,300,155000.0,Bahrain
522,"Spacious, Modern & Luxury with Sea front",/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-najma-474021.html,4,3,1126,740000.0,Bahrain
523,"Affordable,Brand New,Be the First Owner!",/en/buy/apartment-for-sale-southern-governorate-riffa-riffa-al-sharqi-475482.html,1,1,145,52000.0,Bahrain
524,Residential land for sale in Sehla (RB),/en/buy/land-for-sale-northern-governorate-sehla-469461.html,6,7,300,83000.0,Bahrain
525,New High-End Modern Villa in Sanad,/en/buy/villa-for-sale-central-governorate-sanad-473127.html,1,2,480,179000.0,Bahrain
526,For sale residential land in very quiet area (RA),/en/buy/land-for-sale-northern-governorate-saar-469120.html,5,6,363,98000.0,Bahrain
527,Humble 1-bedroom abode for your Island Living,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-469973.html,2,3,78,45000.0,Bahrain
528,Gorgeous and luxury 5bed villa in quiet area,/en/buy/villa-for-sale-northern-governorate-saar-454281.html,4,6,320,180000.0,Bahrain
529,Free Hold | Near City Centre | Balcony,/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-465164.html,2,2,111,61500.0,Bahrain
530,brand new w/view at Argan village,/en/buy/villa-for-sale-northern-governorate-bu-quwah-saraya-2-410234.html,4,7,306,145000.0,Bahrain
531,Luxury mansion on huge land prestigious location,/en/buy/villa-for-sale-northern-governorate-saar-418862.html,4,7,1750,700000.0,Bahrain
532,Furnished villa for sale in Floating City Amwaj,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-414879.html,3,4,390,255000.0,Bahrain
533,Modern Apartment with Laundry room & Balcony,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-canal-view-384282.html,1,2,88,60200.0,Bahrain
534,Flat with Indoor & Outdoor Swimming Pool,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-canal-view-384277.html,3,3,183,120700.0,Bahrain
535,Great Deal Furnished Higher Floor Lovely Studio!!,/en/buy/apartment-for-sale-capital-governorate-al-juffair-399641.html,4,1,49,37000.0,Bahrain
536,Villa in quiet area in sitra close to all sevices,/en/buy/villa-for-sale-central-governorate-sitra-412184.html,3,4,304,149000.0,Bahrain
537,Amazing investment opportunity 9.5% annual return,/en/buy/apartment-for-sale-capital-governorate-al-juffair-443699.html,1,1,65,50000.0,Bahrain
538,"High Taste, Spacious Sizes, Luxurious Design",/en/buy/villa-for-sale-central-governorate-sanad-444835.html,6,7,247,195000.0,Bahrain
539,Innovative and Stylish home near Art Rotana,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-419282.html,2,2,113,117000.0,Bahrain
540,"Fit for Couples! Arcade, Cinema, Infinity Pool",/en/buy/apartment-for-sale-southern-governorate-durrat-marina-417114.html,1,2,75,58000.0,Bahrain
541,Spacious two bed apartment with balcony,/en/buy/apartment-for-sale-capital-governorate-al-juffair-443682.html,2,2,118,75000.0,Bahrain
542,Luxurious apartment for sale with great view,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-450309.html,3,2,185,80000.0,Bahrain
543,For sale luxury villa with swimming pool + garden,/en/buy/villa-for-sale-northern-governorate-saar-407688.html,6,5,481,225000.0,Bahrain
544,Modern Villa with amazing finishing in Saar,/en/buy/villa-for-sale-northern-governorate-saar-409541.html,4,5,320,175000.0,Bahrain
545,"High Taste, Spacious Sizes, Luxurious Design",/en/buy/villa-for-sale-central-governorate-sanad-444835.html,6,7,247,195000.0,Bahrain
546,Spacious and Light Filled 2 bedroom Beauty,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-431655.html,2,3,151,75000.0,Bahrain
547,Spacious two bed apartment with balcony,/en/buy/apartment-for-sale-capital-governorate-al-juffair-443682.html,2,2,118,75000.0,Bahrain
548,Premium & Spacious 2BR with Seaview,/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-486804.html,2,3,149,217000.0,Bahrain
549,Brand New City View 1BR with 5 Year Plan,/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-486726.html,1,2,92,100973.0,Bahrain
550,Luxurious Brand new Flat in Juffair Area,/en/buy/apartment-for-sale-capital-governorate-al-juffair-483878.html,4,1,33,30000.0,Bahrain
551,Luxury Waterfront Luxurious Villa in Tala Isl,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-tala-island-483750.html,6,7,734,550000.0,Bahrain
552,BEAUTIFUL PRINCESS VILLA FOR SALE -LAGOON VIEW,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-482973.html,3,4,380,240000.0,Bahrain
553,OFFER-Luxury 3 Bedroom-FF-Balcony-Ready To Move In,/en/buy/apartment-for-sale-capital-governorate-reef-island-479667.html,3,3,176,125000.0,Bahrain
554,Amazing 750 Beach Villa @ Durrat al Bahrain,/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-479558.html,4,5,750,350000.0,Bahrain
555,Family apartment high floor distinctive view,/en/buy/apartment-for-sale-capital-governorate-seef-481525.html,2,2,106,70000.0,Bahrain
556,GREAT DEAL! ELEGANT SPACIOUS 3BR IN ZAWYIA 2,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-481391.html,3,4,214,99000.0,Bahrain
557,SeaView*HotDeal*Luxury*2BR*Great Facilites,/en/buy/apartment-for-sale-muharraq-governorate-hidd-479342.html,2,2,103,72000.0,Bahrain
558,brand new villa in Al Nabih Salih,/en/buy/villa-for-sale-capital-governorate-nabih-saleh-476392.html,5,5,161,120000.0,Bahrain
559,Great Investment with No service charge!,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-hanging-garden-476356.html,3,5,173,120000.0,Bahrain
560,Brand New | Very Spacious | Balcony | Living,/en/buy/apartment-for-sale-muharraq-governorate-hidd-478611.html,4,4,236,78000.0,Bahrain
561,Spacious Sea view duplex Penthouse in Tala Island,/en/buy/duplex-for-sale-muharraq-governorate-amwaj-islands-tala-island-473831.html,3,3,290,160000.0,Bahrain
562,Durrat- Faryooz sea side villa + sundeck,/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-473803.html,5,6,800,460000.0,Bahrain
563,Freehold in the Hidd Heights tower with Sea view,/en/buy/apartment-for-sale-muharraq-governorate-hidd-475470.html,2,3,104,84000.0,Bahrain
564,Abraj Al Lulu silver tower City view 3br-78k,/en/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-473744.html,3,4,174,78000.0,Bahrain
565,Flat  Close to the Marina  (Free Hold),/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-474610.html,2,2,103,46000.0,Bahrain
566,Over 8%ROI/ READY TO MOVE IN! 5Year PaymentPlan!,/en/buy/apartment-for-sale-capital-governorate-manama-bahrain-financial-harbour-475226.html,4,1,45,55973.0,Bahrain
567,Saar/saray 1- 5br Corner Modern contemporary,/en/buy/villa-for-sale-northern-governorate-saar-473669.html,5,5,435,310000.0,Bahrain
568,Spacious Comfort Apartment fits Big Families,/en/buy/apartment-for-sale-capital-governorate-al-juffair-475562.html,3,4,196,75000.0,Bahrain
569,Refurbished Flat With Beautiful Interior,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-471337.html,2,2,137,85000.0,Bahrain
570,Elegant 4BR Beach Villa @ Durrat al Bahrain,/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-473106.html,4,5,750,350000.0,Bahrain
571,Brand New Villas for Sale in Saar – Saraya 1,/en/buy/villa-for-sale-northern-governorate-saar-460500.html,5,7,390,330000.0,Bahrain
572,brand new w/view at Argan village,/en/buy/villa-for-sale-northern-governorate-bu-quwah-saraya-2-462426.html,4,7,306,145000.0,Bahrain
573,Modern/Spacious with amazing facilities/Balcony,/en/buy/apartment-for-sale-capital-governorate-seef-466744.html,2,3,113,125000.0,Bahrain
574,"Spiral Orchid ,Sea View,Beach Access",/en/buy/apartment-for-sale-capital-governorate-seef-467326.html,4,1,44,49000.0,Bahrain
575,Excellent opportunity to own property...,/en/buy/apartment-for-sale-capital-governorate-al-juffair-467873.html,2,2,110,68000.0,Bahrain
576,An Amazing villa with Small garden great location,/en/buy/villa-for-sale-muharraq-governorate-galali-469672.html,7,7,380,170000.0,Bahrain
577,Residential land for sale located in Dumistan area,/en/buy/land-for-sale-northern-governorate-dumistan-448593.html,6,7,354,83000.0,Bahrain
578,"Dream Home on Amwaj Islands, Ready to Enjoy, Beach",/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-saraya-al-bahar-458381.html,2,2,650,420000.0,Bahrain
579,Good Offer For 2 Bedroom Flat In Juffair,/en/buy/apartment-for-sale-capital-governorate-al-juffair-443745.html,3,4,110,55000.0,Bahrain
580,Fabulous Penthouse with Big Terrace (Sea View),/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-459616.html,6,6,190,125000.0,Bahrain
581,Corner villa Commercial Road with Income,/en/buy/villa-for-sale-muharraq-governorate-galali-396591.html,1,1,347,250000.0,Bahrain
582,Sea View - Brand New / Prime Location in Seef!,/en/buy/apartment-for-sale-capital-governorate-seef-399745.html,2,2,64,58500.0,Bahrain
583,Freehold Apartment Amazing City View,/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-411746.html,2,3,156,70000.0,Bahrain
584,Outstanding villa 4 sale prime location...,/en/buy/villa-for-sale-northern-governorate-saar-431230.html,4,6,928,360000.0,Bahrain
585,Spacious with luxurious contemporary interior,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-431649.html,2,3,125,83000.0,Bahrain
586,Sale | Offer | 3 Balcony | 3 Bedrooms | Sea View,/en/buy/apartment-for-sale-capital-governorate-hoora-exhibition-road-432758.html,2,2,130,104000.0,Bahrain
587,Few walking steps to St.Christopher School!,/en/buy/land-for-sale-northern-governorate-saar-441412.html,3,5,709,220000.0,Bahrain
588,Fully furnished and Inclusive in Juffair,/en/buy/apartment-for-sale-capital-governorate-al-juffair-465090.html,2,2,125,45000.0,Bahrain
589,Sea view apartment rent in Amwaj,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-464239.html,2,2,118,78000.0,Bahrain
590,Villa for sale in sanad (elegant and quiet area),/en/buy/villa-for-sale-central-governorate-sanad-469742.html,6,6,324,185000.0,Bahrain
591,Hot deal. Fontana Suites 2 Bed+maid room for sale,/en/buy/apartment-for-sale-capital-governorate-al-juffair-469047.html,2,3,116,89000.0,Bahrain
592,Penthouse | Duplex | Sea view | Amwaj,/en/buy/penthouse-for-sale-muharraq-governorate-amwaj-islands-tala-island-467637.html,4,3,340,195000.0,Bahrain
593,Outstanding villa 4 sale prime location...,/en/buy/villa-for-sale-northern-governorate-saar-431230.html,4,6,928,360000.0,Bahrain
594,Spacious with luxurious contemporary interior,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-431649.html,2,3,125,83000.0,Bahrain
595,Sale | Offer | 3 Balcony | 3 Bedrooms | Sea View,/en/buy/apartment-for-sale-capital-governorate-hoora-exhibition-road-432758.html,2,2,130,104000.0,Bahrain
596,Freehold LUXURY FURNISHED APARTMENTS IN BAHRAIN BAY,/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-476927.html,3,4,197,202000.0,Bahrain
597,IT'S A BARGAIN/GRATE INVESTMENT/NEWLY RENOVATED,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-478967.html,3,3,186,116000.0,Bahrain
598,Most distinguished residential golf address in Bahrain,/en/buy/villa-for-sale-southern-governorate-riffa-riffa-views-482659.html,3,4,330,175000.0,Bahrain
599,Freehold LUXURY FURNISHED APARTMENTS IN BAHRAIN BAY,/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-476923.html,2,3,142,170000.0,Bahrain
600,2 bed furnished villa + garden and sea view,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-486813.html,2,3,225,150000.0,Bahrain
601,TheCourtyard freehold 2 BR connected to cafe&rest,/en/buy/apartment-for-sale-capital-governorate-seef-471435.html,2,3,130,105000.0,Bahrain
602,Luxury New Building for Sale in Middle of Exhibition Road,/en/buy/whole-building-for-sale-capital-governorate-hoora-exhibition-road-476666.html,4,4,498,1200000.0,Bahrain
603,New Partial Sea-View 2BR with Private Balcony & 5 year payment plan,/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-486293.html,2,3,141,181973.0,Bahrain
604,Brand New Sea View 1BR Apartment & 5yr payment plan,/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-472255.html,1,2,78,116973.0,Bahrain
605,Sea view|Studio|Great investment oppurtunity,/en/buy/apartment-for-sale-muharraq-governorate-hidd-478108.html,4,1,45,38499.0,Bahrain
606,REDUCED PRICE/RENTAL INCOME/BEACH FRONT,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-483920.html,5,5,242,362000.0,Bahrain
607,Brand New 6 Bedroom Villa With Stunning Sea Views,/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-483747.html,6,7,820,620000.0,Bahrain
608,REDUCED PRICE/ON THE WATER/WITH RENTAL INCOME,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-483921.html,5,5,412,340000.0,Bahrain
609,FOR SALE/1BED FURNISHED APARTMENT IN TALA,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-451938.html,1,2,140,59000.0,Bahrain
610,Brand New & Luxury Villa for Sale in Bu Quwah,/en/buy/villa-for-sale-northern-governorate-bu-quwah-479931.html,5,6,550,320000.0,Bahrain
611,3 Bedroom Apartment at Qanat Quartier.,/en/buy/apartment-for-sale-doha-the-pearl-nobili-255911.html,3,3,166,672300.0,Qatar
612,3 BEDROOM APARTMENT AT QANAT QUARTIER.,/en/buy/apartment-for-sale-doha-the-pearl-mercato-287465.html,3,4,166,682260.03,Qatar
613,Live in the Most Luxurious Tower in The Pearl,/en/buy/apartment-for-sale-doha-the-pearl-tower-12-361118.html,1,2,115,689013.27,Qatar
614,Spacious 1BR Excellent view to sea & marina,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-361269.html,1,2,147,405000.0,Qatar
615,"Invest Off-Plan, Furnished 1Bedroom, Lusail Marina",/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-23-361123.html,1,2,96,311040.0,Qatar
616,Invest in Brand New Hotel Serviced Apartments,/en/buy/apartment-for-sale-doha-al-mirqab-al-jadeed-mirqab-mall-360587.html,2,2,153,623700.0,Qatar
617,BEATUTFUL TWO BEDROOMS APARTMENT SEA VIEW,/en/buy/apartment-for-sale-doha-the-pearl-tower-9-360364.html,2,3,171,634500.0,Qatar
618,3 BEDROOM APARTMENT AT QANAT QUARTIER.,/en/buy/apartment-for-sale-doha-the-pearl-nobili-243329.html,3,3,166,672300.0,Qatar
619,Elegant Brand New 2 BR FF with great installment!,/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-23-357311.html,2,3,140,453600.0,Qatar
620,1B+Office Investment ✅ Mid Floor | Premium Tower,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-357558.html,1,2,132,459000.0,Qatar
621,Brand New Ready 2BR with Installment Plan,/en/buy/apartment-for-sale-lusail-lusail-city-354146.html,2,3,121,299647.35,Qatar
622,Own a 1BR Apt in Most Luxury Tower in Lusail City,/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-23-355657.html,1,2,96,311040.0,Qatar
623,Two Bedrooms W/ Sea View | Furnished | Balcony,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-viva-west-339524.html,2,3,135,567000.0,Qatar
624,15% Down Payment Attractive Payment Plan,/en/buy/apartment-for-sale-doha-the-pearl-carnaval-319939.html,1,2,90,403650.0,Qatar
625,"Most Luxurious project in Lusail, 2 BDR",/en/buy/apartment-for-sale-lusail-marina-district-burj-al-marina-361049.html,2,2,173,614351.25,Qatar
626,INVESTORS DEAL-STUDIO APT FOR SALE-LUSAIL,/en/buy/apartment-for-sale-lusail-lusail-city-359275.html,4,1,40,175500.0,Qatar
627,Own this beautiful 2beds apart. in QanatQuartier,/en/buy/apartment-for-sale-doha-the-pearl-nobili-348638.html,2,3,130,594000.0,Qatar
628,Two Bedrooms W/ Storage | Porto Arabia | Balcony,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-336611.html,2,3,175,567000.0,Qatar
629,6 YEARS PAYMENT PLAN! ! ONLY 5% DP  0% interest,/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-23-348888.html,1,2,100,311040.0,Qatar
630,5 % Down Payment | Overlooking Vendome,/en/buy/apartment-for-sale-lusail-qatar-entertainment-city-north-shore-330522.html,2,3,113,418841.28,Qatar
631,HUGE 2BR FULLY  FURNISHED - BIG BALCONY-,/en/buy/apartment-for-sale-doha-the-pearl-tower-6-346397.html,2,3,190,621000.0,Qatar
632,Luxurious Spacious High End 1 Bedroom Apartment,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-359662.html,1,2,134,391500.0,Qatar
633,Amazing 2BedRoom SF Townhouse for Sale!,/en/buy/townhouse-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-357309.html,2,3,149,567000.0,Qatar
634,A Beautiful 2 bedroom apartment in Lusail for sale,/en/buy/apartment-for-sale-lusail-lusail-city-357847.html,2,3,98,378000.0,Qatar
635,1 BEDROOM Apartment at Qanat Quartier - Canal/Piazza View.,/en/buy/apartment-for-sale-doha-the-pearl-gondola-318206.html,1,2,90,407282.85,Qatar
636,Fantastic View from this 4 Bedroom Beauty,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-349216.html,4,5,302,1066500.0,Qatar
637,Spacious  semi furnished 3 Bed apt in Porto Arabia,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-346409.html,3,2,200,810000.0,Qatar
638,For Sale - Apartments in The Pearl with Amenities,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-346107.html,3,4,263,810000.0,Qatar
639,One Bedroom for sale good price Fox Hill Lusail  !,/en/buy/apartment-for-sale-lusail-fox-hills-fox-hills-south-341949.html,1,1,86,267300.0,Qatar
640,Marina View-Beautiful 2 BR Apartment- PA The Pearl,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-260124.html,2,3,190,648000.0,Qatar
641,Modern One Bedroom + Office located in  The Pearl!,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-314682.html,1,2,139,384132.51,Qatar
